Year,Fire Number,Fire Centre,Latitude,Longitude,Geographic,Discovery Date,Size (ha)
2014,V10237 (2014),Coastal,49 56.659,121 57.578,Mehatl Valley,"July 14, 2014",540.0
2014,V10243 (2014),Coastal,50 02.419,121 59.762,Mehatl Drainage,"July 15, 2014",11.0
2014,V10244 (2014),Coastal,50 00.015,122 00.032,Mehatl River - West Fork,"July 15, 2014",130.0
2014,V10265 (2014),Coastal,49 17.929,121 49.897,Harrison Hot Springs,"July 17, 2014",6.0
2014,V30007 (2014),Coastal,50 18.681,122 43.030,"Ranchery Rd, Mount Currie","April 15, 2014",94.5
2014,V30247 (2014),Coastal,50 20.039,123 33.392,Elaho River,"July 15, 2014",300.0
2014,V30455 (2014),Coastal,50 37.041,122 38.405,Mt. Taillefer,"August 26, 2014",163.0
2014,V30555 (2014),Coastal,50 41.538,123 29.550,Upper Lillooet,"September 20, 2014",6.5
2014,V60511 (2014),Coastal,48 23.317,123 33.781,Mount Blinkhorn,"September 12, 2014",6.5
2014,V80508 (2014),Coastal,49 59.425,126 07.338,Twaddle Lake,"September 11, 2014",66.0
2014,V90295 (2014),Coastal,50 20.603,126 52.932,Nimpkish,"July 28, 2014",165.0
2015,V10247 (2015),Coastal,49 54.927,121 53.365,Cougar Creek,"July 1, 2015",2985.0
2015,V10267 (2015),Coastal,49 28.106,121 15.285,Coquihalla Highway,"July 3, 2015",7.7
2015,V10370 (2015),Coastal,49 27.708,121 52.363,Wood Lake,"August 2, 2015",1386.0
2015,V30080 (2015),Coastal,50 12.657,123 31.746,Elaho,"May 21, 2015",5.7
2015,V30160 (2015),Coastal,50 22.651,123 33.343,Elaho 67km,"June 14, 2015",12495.0
2015,V30241 (2015),Coastal,50 40.719,123 22.056,Boulder Creek,"June 30, 2015",6735.0
2015,V50077 (2015),Coastal,49 58.270,123 40.697,Vancouver Bay,"June 20, 2015",16.0
2015,V50256 (2015),Coastal,49 31.267,123 48.901,Old Sechelt Mine,"July 2, 2015",423.0
2015,V50441 (2015),Coastal,49 44.950,123 30.511,Clowhom,"August 19, 2015",30.0
2015,V60143 (2015),Coastal,48 28.116,123 54.154,11km Muir Creek,"June 10, 2015",5.9
2015,V60354 (2015),Coastal,48 48.560,123 56.541,East of Skutz Falls,"July 28, 2015",16.0
2015,V60371 (2015),Coastal,48 49.509,123 50.919,Hillcrest,"August 2, 2015",9.7
2015,V60407 (2015),Coastal,48 37.690,124 14.317,Spring Rd 1km from Lizard Lake,"August 11, 2015",400.0
2015,V70258 (2015),Coastal,49 03.490,123 50.403,2 Miles E of Nanaimo Airport,"July 2, 2015",18.0
2015,V70274 (2015),Coastal,49 15.523,124 59.083,Dog Mountain,"July 4, 2015",450.0
2015,V90270 (2015),Coastal,50 43.766,127 31.535,Tsulquate River,"July 3, 2015",17.0
2015,R10112 (2015),Northwest,53 34.924,126 43.398,Whitesail Lake,"July 7, 2015",437.0
2015,R30008 (2015),Northwest,54 47.151,127 11.746,"Zobnick Rd, Smithers","April 11, 2015",5.0
2015,R50101 (2015),Northwest,53 02.332,127 27.507,Kapella River,"June 30, 2015",1159.3
2015,R50114 (2015),Northwest,56 09.485,129 02.195,South of Bell Irving,"July 6, 2015",8.2
2015,R80106 (2015),Northwest,53 18.885,128 25.619,Europa Lake,"July 3, 2015",142.3
2015,R90039 (2015),Northwest,58 49.452,132 55.607,Inklin River,"May 19, 2015",700.0
2015,R90045 (2015),Northwest,59 29.509,128 34.681,Red River,"May 22, 2015",15000.0
2015,R90046 (2015),Northwest,58 47.386,133 10.218,King Salmon River Basin,"May 23, 2015",8743.0
2015,R90047 (2015),Northwest,59 15.737,132 26.992,Langhorse Mountain,"May 23, 2015",4070.0
2015,R90051 (2015),Northwest,57 49.092,130 25.576,Kakiddi Creek,"May 26, 2015",12.0
2015,R90088 (2015),Northwest,59 54.687,134 01.261,West of Mount Minto,"June 24, 2015",23.0
2015,G10037 (2015),Prince George,53 41.451,123 26.004,26km on Norman Lk FSR,"May 8, 2015",25000.0
2015,G10078 (2015),Prince George,53 54.111,122 57.496,Nechako River,"May 20, 2015",6.0
2015,G10104 (2015),Prince George,54 56.399,122 15.169,Sentinel Peak,"May 23, 2015",6.1
2015,G10365 (2015),Prince George,54 05.475,120 19.405,Kakwa Park,"July 7, 2015",440.0
2015,G10376 (2015),Prince George,53 50.920,121 23.665,Grizzley Den Sugarbowl Area,"July 1, 2015",54.0
2015,G10485 (2015),Prince George,53 29.953,123 13.447,Punchaw Road,"August 19, 2015",11.85
2015,G30029 (2015),Prince George,52 59.543,119 18.672,Swift Current Creek,"April 28, 2015",29.7
2015,G30527 (2015),Prince George,53 16.785,120 05.737,Mcbride,"March 31, 2016",50.0
2015,G40064 (2015),Prince George,53 32.465,123 45.190,Chilako River,"May 17, 2015",420.0
2015,G50044 (2015),Prince George,54 42.085,124 47.858,East side of Tachie River,"May 12, 2015",6.1
2015,G50156 (2015),Prince George,54 45.837,124 50.912,10km Hart FSR,"May 26, 2015",6.7
2015,G60118 (2015),Prince George,55 23.578,124 05.950,Manson Creek,"May 25, 2015",44.0
2015,G60167 (2015),Prince George,57 15.933,125 06.450,Akie M/L,"May 27, 2015",37.5
2015,G60172 (2015),Prince George,55 57.803,123 46.334,North of Canty Creek,"May 27, 2015",31.0
2015,G60214 (2015),Prince George,58 13.383,126 52.143,Frog River,"June 6, 2015",12845.0
2015,G60353 (2015),Prince George,58 12.100,125 46.593,Gataga River,"July 4, 2015",1626.5
2015,G60372 (2015),Prince George,56 21.999,123 52.000,"5.5 Miles East of Ospika Arm, Williston ...","July 7, 2015",5340.0
2015,G70006 (2015),Prince George,55 53.008,120 47.853,Sunset Prairie,"April 12, 2015",44.0
2015,G70041 (2015),Prince George,55 40.863,121 40.031,Hillside Subdivision in Chetwynd,"May 11, 2015",8.6
2015,G70065 (2015),Prince George,55 11.877,120 16.429,5 km Noel Road,"May 17, 2015",15.0
2015,G70110 (2015),Prince George,55 17.290,121 44.250,Rocky Creek,"May 24, 2015",6.5
2015,G70476 (2015),Prince George,55 09.020,121 29.728,Bull Moose,"August 16, 2015",5.6
2015,G80024 (2015),Prince George,56 16.516,121 12.260,Bear Flats,"April 21, 2015",28.5
2015,G80025 (2015),Prince George,56 14.367,121 03.759,Wilder Creek,"April 21, 2015",38.0
2015,G80127 (2015),Prince George,57 37.069,121 11.429,West Gutah Creek,"May 25, 2015",545.0
2015,G80138 (2015),Prince George,58 14.090,120 28.499,Fontas River area,"May 27, 2015",19.0
2015,G80161 (2015),Prince George,57 31.601,121 24.917,Conroy Creek area,"May 25, 2015",41.0
2015,G80163 (2015),Prince George,57 57.640,121 30.559,Sikanni Chief River,"May 27, 2015",905.0
2015,G80184 (2015),Prince George,57 51.579,120 58.940,Between Kantah River and Gutah Creek,"May 29, 2015",12.0
2015,G80204 (2015),Prince George,57 53.676,120 00.981,10NM North of Paddy Airstrip,"June 3, 2015",81.0
2015,G80213 (2015),Prince George,56 52.892,121 30.762,Km 29 on Mile 98 Rd,"June 7, 2015",7.8
2015,G80252 (2015),Prince George,57 54.280,120 09.180,15 nm N of Patty Airstrip,"June 24, 2015",20000.0
2015,G80280 (2015),Prince George,57 41.830,121 21.730,Silver Lakes,"June 26, 2015",20.0
2015,G80289 (2015),Prince George,57 33.145,121 10.776,Silver Main at W Gutah Creek,"June 28, 2015",20.0
2015,G80325 (2015),Prince George,57 44.491,122 44.174,14 miles SE of Prophet River,"July 1, 2015",15.0
2015,G80344 (2015),Prince George,58 14.969,121 26.862,8 miles E of Fontas,"July 3, 2015",47.0
2015,G90047 (2015),Prince George,59 44.853,124 17.835,2 Miles NE of Junction of Liard and Beav...,"May 13, 2015",139.2
2015,G90081 (2015),Prince George,58 03.900,122 28.100,Klua Lakes,"May 21, 2015",1966.8
2015,G90119 (2015),Prince George,58 47.900,120 50.670,30km SE of Kotcho Lake,"May 25, 2015",38.4
2015,G90134 (2015),Prince George,59 17.370,122 54.890,Kiwagana River area,"May 26, 2015",5.2
2015,G90144 (2015),Prince George,59 24.080,121 07.668,Sahdoanah Cr,"May 26, 2015",25.3
2015,G90175 (2015),Prince George,58 57.602,124 17.810,1 nm east of Dunedin River,"May 26, 2015",18070.6
2015,G90176 (2015),Prince George,59 04.685,120 01.517,South Shakilie River,"May 28, 2015",393.8
2015,G90180 (2015),Prince George,59 31.062,127 51.924,Wadin Creek,"May 28, 2015",35327.7
2015,G90194 (2015),Prince George,59 33.816,125 16.800,Bulwell Creek,"May 30, 2015",305.8
2015,G90195 (2015),Prince George,59 25.913,121 10.039,Thetlaandoa Creek,"May 30, 2015",946.7
2015,G90211 (2015),Prince George,58 59.267,124 59.717,8 Mile Creek,"May 29, 2015",223.7
2015,G90222 (2015),Prince George,58 17.900,123 13.700,South of Halden Creek,"June 10, 2015",61.8
2015,G90240 (2015),Prince George,59 40.207,121 04.340,Petitot River,"June 23, 2015",7.1
2015,G90243 (2015),Prince George,59 21.316,121 04.983,15 SW of Helmut,"June 23, 2015",207.0
2015,G90245 (2015),Prince George,59 37.703,121 25.226,Petitot River Fire,"June 23, 2015",4175.6
2015,G90248 (2015),Prince George,59 27.467,120 44.833,2.4 nm North of Helmut Airstrip,"June 24, 2015",22.5
2015,G90254 (2015),Prince George,59 33.780,121 30.330,Gote Creek,"June 24, 2015",5.5
2015,G90255 (2015),Prince George,59 37.931,126 41.535,12 km west of Smith River,"June 24, 2015",366.4
2015,G90258 (2015),Prince George,59 41.421,120 49.236,14km SW of July Lake,"June 25, 2015",2204.6
2015,G90261 (2015),Prince George,59 46.406,121 00.274,South of Kli Creek,"June 25, 2015",1280.4
2015,G90263 (2015),Prince George,59 51.216,121 20.453,9km North of Kli Creek,"June 25, 2015",13498.6
2015,G90267 (2015),Prince George,59 38.107,120 01.326,4 km N of Petitot River on Alberta Borde...,"June 25, 2015",6254.2
2015,G90269 (2015),Prince George,59 11.069,122 21.875,23 nautical miles N of Ft Nelson,"June 25, 2015",1047.0
2015,G90276 (2015),Prince George,59 31.630,121 13.399,12 km W of Yeka Lake,"June 26, 2015",22.0
2015,G90283 (2015),Prince George,59 15.483,121 37.200,17nm NW Kotcho Lake,"June 27, 2015",27.2
2015,G90287 (2015),Prince George,59 14.000,120 00.001,BC/AB Border East of Shekillie River,"June 27, 2015",1918.3
2015,G90292 (2015),Prince George,58 04.780,121 57.449,Mount Bigfoot,"June 28, 2015",2421.1
2015,G90303 (2015),Prince George,58 44.567,123 07.450,Akue Creek,"June 29, 2015",3994.4
2015,G90309 (2015),Prince George,58 59.103,122 01.615,Sahtaneh River,"June 29, 2015",1399.4
2015,G90313 (2015),Prince George,59 05.964,121 33.826,Wildboy Cabin Road,"June 30, 2015",39.3
2015,G90323 (2015),Prince George,59 46.011,120 20.374,6km E of June Lake,"July 1, 2015",3151.8
2015,G90324 (2015),Prince George,58 42.571,122 00.758,7 miles East of Clark Lake,"July 1, 2015",36.0
2015,G90326 (2015),Prince George,59 40.653,124 26.798,7km west of confluence of Liard and Beav...,"July 1, 2015",2395.6
2015,G90327 (2015),Prince George,59 51.516,124 25.150,2 km West of Beaver River,"July 1, 2015",26.6
2015,G90337 (2015),Prince George,58 42.640,122 57.661,SE Parker Lake,"July 2, 2015",9.4
2015,G90347 (2015),Prince George,59 21.066,125 36.567,5 miles east of Elk Mountain,"May 15, 2015",343.4
2015,G90359 (2015),Prince George,58 19.470,122 45.249,Big Beaver Creek,"July 5, 2015",7803.8
2015,G90370 (2015),Prince George,59 58.804,127 26.116,South of Barney Lake,"July 8, 2015",10827.3
2015,G90387 (2015),Prince George,58 24.850,121 24.516,South of Elleh Lake,"July 9, 2015",307.0
2015,K10049 (2015),Kamloops,51 42.670,119 43.082,Raft River,"May 11, 2015",66.2
2015,K10279 (2015),Kamloops,51 36.342,119 44.685,Montana FSR,"July 4, 2015",5.8
2015,K10296 (2015),Kamloops,52 28.527,119 48.802,Mount Hogue,"July 6, 2015",30.7
2015,K10313 (2015),Kamloops,51 40.106,119 27.237,Road 200,"July 8, 2015",32.0
2015,K10428 (2015),Kamloops,51 28.220,119 28.580,Adams West,"July 20, 2015",21.0
2015,K10576 (2015),Kamloops,52 04.218,119 30.870,Blue Lake,"August 12, 2015",21.0
2015,K20267 (2015),Kamloops,50 36.369,121 20.034,Venables Valley,"July 4, 2015",39.5
2015,K20278 (2015),Kamloops,51 10.014,120 16.305,E of Parky Mountain,"July 4, 2015",25.0
2015,K20338 (2015),Kamloops,50 53.450,121 25.340,North of Hat Creek Ranch,"July 10, 2015",7.2
2015,K20418 (2015),Kamloops,50 35.175,121 13.573,Coldstream Creek,"July 20, 2015",230.0
2015,K20589 (2015),Kamloops,50 23.822,120 24.227,Long Lake,"August 13, 2015",235.0
2015,K40421 (2015),Kamloops,50 31.614,119 34.028,Bolean Lake,"July 20, 2015",348.0
2015,K50010 (2015),Kamloops,49 00.916,119 43.808,Chopaka Mountain,"April 11, 2015",100.0
2015,K50016 (2015),Kamloops,49 09.204,120 01.203,6.5 km Ashnola FSR,"April 18, 2015",13.2
2015,K50176 (2015),Kamloops,49 06.571,119 45.962,Hunter Creek,"June 27, 2015",70.0
2015,K50194 (2015),Kamloops,49 02.826,119 25.188,Rancher Crk 3,"June 28, 2015",20.0
2015,K50247 (2015),Kamloops,49 00.193,119 54.316,Newby Lake,"July 2, 2015",588.0
2015,K50261 (2015),Kamloops,49 51.500,119 15.879,Huckleberry,"July 3, 2015",55.0
2015,K50277 (2015),Kamloops,49 09.175,120 12.264,24 km Ashnola Rd,"July 4, 2015",147.0
2015,K50391 (2015),Kamloops,50 02.758,119 30.594,Westside Road,"July 19, 2015",460.0
2015,K50438 (2015),Kamloops,49 12.070,119 35.372,Willowbrook,"July 20, 2015",130.0
2015,K50593 (2015),Kamloops,49 00.000,119 16.173,Sidley Mountain,"August 13, 2015",50.0
2015,K50615 (2015),Kamloops,49 07.365,119 37.413,Testalinden Creek,"August 14, 2015",5202.0
2015,K50619 (2015),Kamloops,49 12.077,119 34.293,Wilson's Mtn Rd,"August 14, 2015",317.0
2015,K50723 (2015),Kamloops,49 45.999,119 48.079,Peachland Main - Princeton Ave,"August 27, 2015",6.0
2015,K50724 (2015),Kamloops,49 43.139,119 26.272,Little White Mountain,"August 27, 2015",194.0
2015,K50726 (2015),Kamloops,49 42.355,119 26.053,Myra-Bellevue,"August 27, 2015",6.0
2015,K60008 (2015),Kamloops,49 49.576,120 31.236,Starshine Way,"April 11, 2015",11.0
2015,K60332 (2015),Kamloops,49 12.500,120 22.600,Smith Creek FSR,"July 10, 2015",24.0
2015,K60380 (2015),Kamloops,50 05.475,120 41.621,Hamilton Hill,"July 17, 2015",45.0
2015,K60590 (2015),Kamloops,50 19.707,121 04.317,Skuhun Creek,"August 13, 2015",400.0
2015,K60594 (2015),Kamloops,49 55.367,120 41.652,Kane Valley,"August 13, 2015",8.1
2015,K70033 (2015),Kamloops,50 32.021,122 09.379,32km South of Lillooet,"May 4, 2015",130.0
2015,K70051 (2015),Kamloops,50 43.913,122 13.538,Shalalth,"May 11, 2015",8.0
2015,K70122 (2015),Kamloops,50 09.827,121 35.090,Cisco Road,"June 11, 2015",2174.0
2015,K70459 (2015),Kamloops,50 22.446,121 24.039,North of Skoonka Creek,"July 21, 2015",11.2
2015,K70684 (2015),Kamloops,50 36.853,122 23.245,E side of Anderson Lake #2,"August 19, 2015",45.0
2015,N10002 (2015),Southeast,49 41.183,115 44.313,"Cranbrook,","April 5, 2015",7.8
2015,N10150 (2015),Southeast,49 34.619,115 42.848,Eager Hill,"June 25, 2015",6.5
2015,N10216 (2015),Southeast,49 45.036,115 47.441,Lost Dog FSR,"July 1, 2015",7.0
2015,N10262 (2015),Southeast,49 53.827,116 18.295,White Creek,"July 4, 2015",207.0
2015,N10269 (2015),Southeast,49 11.493,115 09.024,Baynes Lake,"July 4, 2015",117.0
2015,N10278 (2015),Southeast,49 30.515,116 35.612,Redding Creek,"July 5, 2015",250.0
2015,N10279 (2015),Southeast,49 49.188,116 36.628,West Fork St. Mary,"July 5, 2015",189.0
2015,N10307 (2015),Southeast,49 33.018,116 34.338,Redding Creek,"July 8, 2015",200.0
2015,N10482 (2015),Southeast,49 03.982,115 34.608,Ward Creek,"July 21, 2015",110.0
2015,N10487 (2015),Southeast,49 44.222,116 34.411,Sawyer Creek,"July 21, 2015",70.0
2015,N10741 (2015),Southeast,49 11.220,115 35.620,Cherry Lake,"August 25, 2015",1250.0
2015,N20074 (2015),Southeast,49 52.242,115 38.340,South of Quartz Lake,"May 21, 2015",6.2
2015,N20267 (2015),Southeast,50 57.618,116 24.902,Harrogate,"July 4, 2015",54.0
2015,N20484 (2015),Southeast,51 09.638,117 05.972,Spillimacheen River,"July 21, 2015",115.0
2015,N20565 (2015),Southeast,49 49.986,115 45.043,Hwy 95 & 93,"August 8, 2015",19.0
2015,N40006 (2015),Southeast,51 25.769,117 04.910,Behind 1856 Blaeberry Rv. Rd.,"April 16, 2015",18.0
2015,N40126 (2015),Southeast,51 57.436,117 23.390,Bush River FSR 87km,"June 13, 2015",126.0
2015,N40354 (2015),Southeast,51 51.575,117 56.258,South of Windy Creek,"July 11, 2015",13.0
2015,N50255 (2015),Southeast,50 39.232,117 41.233,Fullmer Creek,"July 4, 2015",145.0
2015,N50275 (2015),Southeast,49 11.784,117 08.757,Hidden Creek,"July 5, 2015",200.0
2015,N50445 (2015),Southeast,50 47.963,117 37.922,Camborne,"July 7, 2015",5.8
2015,N50499 (2015),Southeast,49 08.037,117 09.359,Sheep Ck,"July 22, 2015",40.0
2015,N50577 (2015),Southeast,49 03.018,117 55.778,Big Sheep Creek,"August 12, 2015",227.0
2015,N50583 (2015),Southeast,50 46.653,117 48.251,Hadow,"August 13, 2015",47.0
2015,N50600 (2015),Southeast,49 31.698,117 58.601,Deer Creek Main,"August 14, 2015",1240.0
2015,N50604 (2015),Southeast,49 27.906,118 09.342,South West Side of Arrow Lake,"August 14, 2015",23.0
2015,N50622 (2015),Southeast,49 34.921,117 54.175,NE Ridge of Mount Spiers,"August 14, 2015",74.9
2015,N50715 (2015),Southeast,49 36.792,118 14.962,Tenderloin Crk.,"August 19, 2015",71.0
2015,N60163 (2015),Southeast,49 08.973,118 59.397,Westbridge,"June 28, 2015",26.1
2015,N60222 (2015),Southeast,49 12.288,118 53.069,Fiva Creek,"July 1, 2015",6.4
2015,N60449 (2015),Southeast,49 02.811,118 49.758,Midway,"July 20, 2015",17.7
2015,N60450 (2015),Southeast,49 14.271,119 01.745,North of Rhone,"July 20, 2015",7.6
2015,N60479 (2015),Southeast,49 04.117,118 17.524,Christina Lake SW,"July 21, 2015",6.8
2015,N60483 (2015),Southeast,49 13.538,118 16.211,Sandner Creek,"July 20, 2015",9.0
2015,N60510 (2015),Southeast,49 19.162,118 31.285,Gibbs Creek,"July 23, 2015",18.85
2015,N60579 (2015),Southeast,49 34.669,118 56.683,West of Clark Lake 300M,"August 12, 2015",71.0
2015,N60584 (2015),Southeast,49 04.346,119 00.518,West of Rock Creek,"August 13, 2015",4417.0
2015,N60585 (2015),Southeast,49 16.446,118 24.830,Granby/Lynch Creek,"August 13, 2015",1966.0
2015,N60590 (2015),Southeast,49 09.358,118 07.088,Paulson,"August 13, 2015",320.0
2015,N60667 (2015),Southeast,49 36.785,118 28.088,Blue Joint,"August 16, 2015",303.0
2015,N60726 (2015),Southeast,49 22.953,118 17.179,Mount Faith,"August 21, 2015",277.3
2015,N70245 (2015),Southeast,50 21.721,117 11.530,Poplar Creek,"July 2, 2015",470.0
2015,N70246 (2015),Southeast,50 51.202,117 10.619,Hume Crk,"July 2, 2015",48.4
2015,N70261 (2015),Southeast,49 37.253,117 13.865,Sitkum Creek,"July 4, 2015",777.0
2015,N70359 (2015),Southeast,49 26.659,116 43.860,"N Ridge of Akokli Creek, destiny bay","July 11, 2015",22.8
2015,N70498 (2015),Southeast,50 26.485,116 53.736,Little Glacier Crk,"July 21, 2015",70.6
2015,N70501 (2015),Southeast,50 09.366,117 07.458,cooper creek,"July 22, 2015",10.6
2015,N70542 (2015),Southeast,50 25.065,116 56.944,North Creek FSR,"August 1, 2015",13.0
2015,N70567 (2015),Southeast,49 09.132,116 15.159,Kitchener,"August 9, 2015",7.1
2015,N70594 (2015),Southeast,49 15.455,116 55.487,Next Creek,"August 14, 2015",5.1
2015,N70614 (2015),Southeast,49 23.643,116 27.826,Kianuko Creek,"August 14, 2015",41.5
2015,N70616 (2015),Southeast,49 23.226,116 31.034,Mt Dickson,"August 14, 2015",165.0
2015,N70624 (2015),Southeast,49 09.564,116 40.215,Mt. Midgeley,"August 14, 2015",480.0
2015,N70653 (2015),Southeast,50 21.259,116 51.526,Birnam/Glacier Creek,"August 15, 2015",78.4
2015,N70782 (2015),Southeast,49 54.940,117 00.477,Keen Creek PB,"October 9, 2015",12.0
2015,C10038 (2015),Cariboo,53 21.460,123 30.130,Pelican Lake,"May 13, 2015",164.0
2015,C20001 (2015),Cariboo,51 54.192,122 27.442,Toosey 1 IR,"April 6, 2015",38.2
2015,C20006 (2015),Cariboo,51 50.996,122 28.941,2 KM NE of Farwell Canyon,"April 8, 2015",355.0
2015,C20111 (2015),Cariboo,51 52.149,122 17.589,17 Km South of Sheep Creek,"June 29, 2015",24.8
2015,C20147 (2015),Cariboo,51 54.210,122 40.750,Bald Mountain,"July 8, 2015",655.0
2015,C20217 (2015),Cariboo,52 01.055,122 29.484,Lye Lake - North of Riske Creek (DND),"August 19, 2015",38.2
2015,C20238 (2015),Cariboo,52 05.742,121 59.712,Sugar Cane - Williams Lake IR 1,"March 15, 2016",17.1
2015,C20241 (2015),Cariboo,52 05.912,121 59.588,Sugarcane- Williams Lake IR 1,"March 19, 2016",5.0
2015,C20246 (2015),Cariboo,52 06.454,121 59.729,Sugarcane -Williams Lake IR 1,"March 23, 2015",7.0
2015,C20247 (2015),Cariboo,52 06.815,122 00.426,"Sugarcane, Williams Lake IR 1","March 24, 2016",13.1
2015,C20252 (2015),Cariboo,51 33.000,122 16.000,Canoe Creek 3 IR,"March 30, 2016",60.0
2015,C40004 (2015),Cariboo,51 23.821,121 52.386,Meadow Lake Road,"April 8, 2015",7.0
2015,C50008 (2015),Cariboo,52 02.140,123 11.262,Tin Can Ranch Road (Anahim Flat IR),"April 9, 2015",9.0
2015,C50013 (2015),Cariboo,52 00.585,123 09.678,Anahims Flat 1 IR,"April 15, 2015",10.0
2015,C50014 (2015),Cariboo,52 06.408,123 13.651,Anahims Meadow 2 IR,"April 15, 2015",24.5
2015,C50018 (2015),Cariboo,51 59.599,123 09.508,Anahim's Flat IR 1 - on South Side of Hw...,"April 17, 2015",5.7
2015,C50026 (2015),Cariboo,52 06.753,123 26.085,2-3 km West of Bull Canyon,"May 3, 2015",25.0
2015,C50047 (2015),Cariboo,52 19.889,124 19.206,36 km P-Road,"May 17, 2015",11.2
2015,C50146 (2015),Cariboo,52 12.931,124 08.087,Puntzi Lake (Toby Helenes Meadow 11 IR),"July 8, 2015",8089.0
2015,C50210 (2015),Cariboo,51 45.016,124 01.722,North of Chilko Lake,"August 18, 2015",8.0
2015,C50219 (2015),Cariboo,51 03.870,124 02.040,South End of Chilko Lake,"August 20, 2015",378.87
2015,C50220 (2015),Cariboo,51 43.980,123 12.009,10KM SW of Fletcher Lake,"August 25, 2015",11.1
2016,V10173 (2016),Coastal,49 08.142,123 00.396,Burns Bog,"July 3, 2016",78.0
2016,V10407 (2016),Coastal,49 05.547,121 47.861,Chilliwack River Rd,"August 19, 2016",17.2
2016,V50455 (2016),Coastal,50 11.954,124 50.638,West Redonda Island,"August 27, 2016",5.2
2016,V70351 (2016),Coastal,49 24.028,125 00.429,6km comox main,"August 11, 2016",5.8
2016,V80297 (2016),Coastal,50 11.443,125 31.285,2km South of Roberts Lake,"August 2, 2016",7.0
2016,V80518 (2016),Coastal,50 22.433,126 24.517,Naka Creek,"October 17, 2016",27.0
2016,V90406 (2016),Coastal,51 31.859,125 39.538,Klinaklini River,"August 19, 2016",189.9
2016,VA0349 (2016),Coastal,52 46.525,127 00.244,Dean River,"August 11, 2016",10.0
2016,VA0522 (2016),Coastal,52 09.498,128 02.164,Denny Island,"February 3, 2017",150.0
2016,R10001 (2016),Northwest,54 00.275,125 42.957,Uncha Lake Road,"March 31, 2016",26.0
2016,R10006 (2016),Northwest,53 58.526,125 43.954,"Linton Rd & Mollice Lake Rd, Southside","April 9, 2016",11.9
2016,R10009 (2016),Northwest,53 51.116,125 39.017,Dayeezcha Mountain #2,"April 18, 2016",129.5
2016,R10048 (2016),Northwest,54 05.373,125 25.545,707 on 700 Road,"June 26, 2016",15.9
2016,R10063 (2016),Northwest,53 19.579,126 40.704,N of Eutsuk Lake,"June 30, 2016",17.0
2016,R20092 (2016),Northwest,53 35.963,127 14.175,Troitsa Lake,"August 11, 2016",9.8
2016,R40112 (2016),Northwest,55 07.775,128 05.314,Battle Hill W side Hwy 37,"March 31, 2017",6.0
2016,R50028 (2016),Northwest,54 24.561,128 49.631,11.5 Km Whitebottom Rd,"May 12, 2016",8.0
2016,R50087 (2016),Northwest,53 57.255,128 46.920,Bish Creek,"August 3, 2016",13.0
2016,R90045 (2016),Northwest,59 33.181,128 30.038,Mount Moncton,"June 20, 2016",160.0
2016,R90049 (2016),Northwest,56 42.670,130 40.244,W of Harrymel Creek,"June 27, 2016",100.0
2016,R90050 (2016),Northwest,57 57.768,128 34.057,Stikine River Park,"June 27, 2016",8.0
2016,R90065 (2016),Northwest,58 56.313,132 00.266,Tseta Creek,"July 9, 2016",439.0
2016,R90066 (2016),Northwest,59 37.199,129 01.666,Ne'Ah' Conservancy,"July 11, 2016",57.0
2016,R90074 (2016),Northwest,59 48.086,129 20.915,Blue River 1,"July 17, 2016",4687.0
2016,G10077 (2016),Prince George,54 07.037,121 56.604,34531 Upper Fraser,"April 19, 2016",14.0
2016,G10196 (2016),Prince George,53 18.059,123 12.025,Blackwater Rd. South,"May 25, 2016",6.5
2016,G10395 (2016),Prince George,53 47.769,123 24.179,Prince George,"August 19, 2016",7.0
2016,G30394 (2016),Prince George,52 19.505,118 22.327,11 Miles North of McNaughton Lake,"August 18, 2016",16.8
2016,G40032 (2016),Prince George,53 55.568,124 08.538,Nulki Lake,"April 18, 2016",7.0
2016,G40036 (2016),Prince George,53 58.585,123 48.566,Sackner Rd,"April 18, 2016",17.6
2016,G70002 (2016),Prince George,55 52.040,121 39.270,Boucher Road,"April 1, 2016",20.0
2016,G70003 (2016),Prince George,55 49.988,121 51.324,1 km N of Pioneer Road Moberly Lake,"April 2, 2016",59.1
2016,G70033 (2016),Prince George,56 02.913,122 02.183,Kobes Creek Road,"April 18, 2016",40.0
2016,G70034 (2016),Prince George,55 15.001,120 01.108,Kelly Lake,"April 18, 2016",18.0
2016,G70037 (2016),Prince George,56 03.009,121 57.679,Hudsons Hope,"April 18, 2016",272.1
2016,G70041 (2016),Prince George,55 51.964,121 39.050,Boucher Lk Rd,"April 18, 2016",37.0
2016,G70043 (2016),Prince George,55 43.582,121 13.057,East Pine,"April 18, 2016",641.0
2016,G70045 (2016),Prince George,55 58.762,121 21.080,Jackfish Lake,"April 18, 2016",447.0
2016,G70052 (2016),Prince George,55 40.139,120 42.740,Fellers Heights Area,"April 18, 2016",475.0
2016,G70053 (2016),Prince George,55 25.398,120 09.445,2131 OakFord road,"April 18, 2016",18.0
2016,G70056 (2016),Prince George,55 36.015,121 34.533,1km south of Twidwell Bend,"April 18, 2016",9.7
2016,G70057 (2016),Prince George,55 36.788,121 24.275,Lone Prairie,"April 18, 2016",539.0
2016,G70067 (2016),Prince George,56 05.963,120 41.439,South Taylor Hill,"April 18, 2016",897.0
2016,G70070 (2016),Prince George,55 51.190,120 29.440,Mason Road,"April 19, 2016",16.4
